"Frederick A.",Kundell,2.40,660,9.00,19.00,27.00,29.00,12.00,8.00,"Advanced Experimental Chemistry I Energy and the Environment General Chemistry I Physical Chemistry I"
"David F.",Rieck,2.44,1889,15.00,19.00,28.00,22.00,11.00,8.00,"Fundamentals of Inorganic Chemistr General Chemistry I General Chemistry II Physical Science"
"Robert D.","Luttrell Jr",2.35,1555,16.00,15.00,27.00,25.00,12.00,8.00,"Analytical Chemistry General Chemistry I General Chemistry II Instrumental Analysis Physical Science"
"David Paul",Burns,3.28,658,3.00,43.00,44.00,10.00,1.00,2.00,"Communication Seminar Fundamentals of Communication International Media Systems Internship in Communication Mass Communication Law Political Communication Producing News Packages and Documentary Shorts Specialized Reporting for TV and the Web Sports Communication Studies in Media Production Television Magazine Production Video Field Production"
"Gerrie Lynn",Wiersberg,3.73,93,0.00,82.00,16.00,0.00,2.00,3.00,"Introduction to Teaching Science Instruction Teaching Science in Elementary Classrooms"
"Suzanne Parker",Grudis,3.96,68,0.00,96.00,5.00,0.00,0.00,0.00,"Building Classroom Community Classroom Management Science Instruction"
"Kasey Chandler",Jones,2.92,119,6.00,25.00,47.00,20.00,3.00,3.00,"Composition and Research"
"Dylan Keith",Craig,2.81,122,10.00,23.00,40.00,23.00,5.00,3.00,"Composition and Research"
"Joshua David",Losoya,2.77,120,10.00,22.00,35.00,29.00,1.00,5.00,"Composition and Research"
"Shauna-Kaye Olivia",Jones,2.61,110,8.00,13.00,46.00,25.00,6.00,5.00,"Composition and Research"
"Christopher S.",Vilmar,3.02,771,3.00,36.00,41.00,15.00,4.00,4.00,"British Literature I: Beginnings to 1660 British Novel I: Beginnings To 1837 Restoration and 18th Century Literature Satire The Short Story"
"John A",Nieves,3.63,589,3.00,75.00,16.00,7.00,1.00,2.00,"Creative Writing Poetry Workshop Studies in English Literature Topics in Poetry Understanding Poetry Writer's Craft"
"Timothy J",Werner,3.06,1255,2.00,38.00,37.00,21.00,3.00,2.00,"Clinical Exercise Physiology Excercise Physiology Fitness Testing Issues in the Natural Sciences Nutrition, Health and Human Performance Nutrituion, Health and Human Performance Strength Training Techniques and Program Design"
"Heather Morea",Mazzetti,3.55,684,2.00,75.00,15.00,6.00,2.00,4.00,"Fitness Instruction Health and Fitness Programs and Professions Internship in Exercise Science"
"Arnaud P",Perret,3.11,692,6.00,45.00,29.00,14.00,5.00,4.00,"Around the Francophone World in 200 Years Elementary French I Elementary French II Elementary Spanish I Elementary Spanish II Francophone Literature and the Question of Identity Franophone Culture and Civilization I Introduction to Digital Photography Introduction to Francophone Studies Through Comic Books Introduction to Francophone Studies Through Popular Culture Masterpieces of French Literature II The French People"
"Paul C",DeCock,3.93,327,2.00,94.00,4.00,1.00,0.00,1.00,"Residence Hall Leadership"
"Darren B.",Parnell,2.81,1557,4.00,27.00,38.00,25.00,6.00,4.00,"Applied Climatology Dimensions of Climatic Change Earth and Space Science Severe and Hazardous Weather Weather Analysis and Forecasting"
"Brent R.",Skeeter,2.78,917,6.00,28.00,31.00,28.00,6.00,4.00,"Meteorology Research and Writing Weather and Climate"
"Richard C.",Bowler,2.49,1088,6.00,19.00,32.00,30.00,9.00,7.00,"Europe in the 19th Century First-Year Seminar in World History German History Since 1815 Hitler and the Third Reich Research Seminar Capstone World Civilizations"
"Lorna N",Morris,2.78,857,5.00,27.00,37.00,24.00,4.00,6.00,"History of the United States World Civilizations"
"Emily F.",Story,2.87,812,4.00,33.00,37.00,16.00,7.00,6.00,"Colonial Latin America First-Year Seminar in World History Global Environmental History Modern Brazil Modern Latin America 1800-Present Research Seminar Capstone World Civilizations"
Celine,Carayon,3.04,460,5.00,35.00,43.00,12.00,4.00,4.00,"Colonial and Revolutionary America (1607-1783) History of the United States Native American History Proseminar In History Research Seminar Capstone World Civilizations"
"Lincoln A",Gibbs,3.92,71,0.00,92.00,9.00,0.00,0.00,0.00,"Internship in Public Health Planning and Assessing Health Programs"
"James J",Buss,3.67,158,7.00,78.00,9.00,2.00,1.00,5.00,"History of the United States Honors Thesis Consultation Honors Thesis Preparation Special Topics in Interdisciplinary Studies Studies in History"
Misuk,Lee,2.94,86,0.00,17.00,67.00,16.00,0.00,3.00,"Business Systems Analysis Intermediate Business Statistics"
"Hoon S.",Cha,2.75,1029,11.00,24.00,32.00,29.00,4.00,4.00,"Accounting Information Systems Database Management Systems Operations Management"
"Charles P.",Pautler,2.04,356,11.00,11.00,14.00,47.00,10.00,11.00,"Modern Statistics with Computer Analysis"
"Robert M.",Tardiff,2.64,621,12.00,29.00,24.00,21.00,10.00,8.00,"Calculus I Calculus II Calculus III Linear Algebra Mathematical Models and Applications Modern Statistics with Computer Analysis Statistics Laboratory"
"Frank M.",Shipper,3.40,277,2.00,49.00,43.00,6.00,1.00,1.00,"Designing High-Performance Work Systems Small Business Consulting Special Topics in Management"
"Carl L",Cottingham,2.96,819,2.00,21.00,55.00,22.00,1.00,1.00,"Applied Organizational Science Business Marketing Management and Organizational Behavior Personal and Professional Development for Business Principles of Marketing Management Small Business Consulting"
"Michael C",Ross,3.45,507,3.00,53.00,41.00,4.00,0.00,2.00,"Management and Organizational Behavior Personal and Professional Development for Business Principles of Marketing Management"
"Voncelia S.",Brown,2.81,472,2.00,7.00,68.00,25.00,1.00,0.00,"Community Health Nursing: A Rural Perspective Readings in Health Care Special Topics in Nursing"
"Tina P",Reid,2.85,768,1.00,11.00,65.00,25.00,1.00,1.00,"Community Health Nursing: A Rural Perspective Introduction to Global Health Selected Topics in Health Special Topics in Nursing"
"Dorothea M",Winter,3.13,470,1.00,26.00,65.00,10.00,1.00,1.00,"Best Practices in Nursing and Nursing Education Nursing Leadership and Management Senior Seminar Special Topics in Nursing"
"Carol A.",Wood,3.55,766,1.00,64.00,31.00,4.00,1.00,1.00,"Assessment and Technology in Physical Education Management and Instructional Strategies in Physical Education Movement Education in Physical Education Secondary School Physical Education Teaching Team Sports Concepts and Tactics II"
"Leonard C.",Robinson,3.14,1181,4.00,42.00,37.00,15.00,2.00,4.00,"Comparative Government of Developing Nations Comparative Politics of the Middle East Contemporary Issues International Political Economy Introduction to International Relations Introduction to Politics and Government Political Violence and Terrorism Studies in Political Science War and Peace in the Middle East"
"Rhyannon H",Bemis,3.28,1253,2.00,47.00,37.00,13.00,2.00,2.00,"Childhood Disorders General Psychology Psychology of Infancy and Childhood"
"Ronnie R.","Siers Jr",3.68,822,3.00,78.00,14.00,4.00,1.00,3.00,"Athletic Coaching Athletic Coaching for Every Season Classroom Management Development, Learning and Assessment Ethics in Leadership Learning Leadership School in a Diverse Society"
"Jeffrey A",Royer,3.84,69,3.00,82.00,16.00,0.00,0.00,0.00,"Computers in Education"
"Alexander M",Stoner,3.31,581,2.00,50.00,37.00,11.00,2.00,2.00,"Introduction to Sociology Senior Experience Social Movements Sociology of Mental Health Sociology of the Environment Special Topics in Interdisciplinary Studies Studies in Sociology Theory I, Foundations of Sociological Theory"
Allan,"Pappas Jr",2.71,1265,5.00,21.00,40.00,27.00,5.00,5.00,"Introduction to Sociology Social Inequality Social Problems Sociology of Law Theory II, Contemporary Sociological Theory"
"Rebecca S",Anthony,3.57,575,2.00,68.00,24.00,4.00,1.00,3.00,"Basic Interviewing: Skills and Techniques Human Behavior in the Social Environment II Human Rights and Women Privilege and Oppression Selected Topics in Health Social Work Practice I Social Work Practice III Social Work with LGBTQ Persons Special Topics"
"Vicki J",Root,3.19,98,0.00,39.00,47.00,12.00,2.00,3.00,"Basic Interviewing: Skills and Techniques Human Behavior in the Social Environment II Social Work in the Schools Social Work Practice II"
"Robert Frank",Abel,3.05,814,7.00,39.00,32.00,17.00,3.00,5.00,"Advanced Accounting I Advanced Fraud Examination Cost Accounting I Financial Statement Fraud Fraud Detection and Prevention Technologies Fraud Examination Governmental and Not-For-Profit Accounting White Collar Crime"
"Hong K",Duong,2.56,524,5.00,23.00,30.00,30.00,8.00,7.00,"Cost Accounting I International Accounting Introduction to Managerial Accounting"
"Elizabeth A.",Ragan,2.41,773,7.00,19.00,33.00,23.00,9.00,12.00,"Biological Anthropology and Archaeology Cultural Anthropology and Linguistics Cultural Anthropology Survey Freshman Seminar Religion, Magic and Witchcraft Topics in Anthropology"
"William Brooke",Rogers,3.37,951,5.00,57.00,29.00,6.00,1.00,5.00,"Design Principles Drawing I Graphic Design II Senior Exhibition Sophomore Seminar"
"Jonathan C",Blackmon,3.86,462,2.00,90.00,7.00,2.00,1.00,1.00,"Elementary Sign Language I Elementary Sign Language II"
"Krispen Louise",Laird,2.38,2437,4.00,15.00,33.00,30.00,14.00,6.00,"Fundamentals of Biology"
"Hillevi K",Ets,2.57,271,5.00,14.00,45.00,26.00,8.00,6.00,"Biology: Concepts and Methods Pathophysiology"
"Megan A",Murphy,2.52,159,4.00,18.00,34.00,33.00,7.00,7.00,"Biology: Concepts and Methods"
"Alexandra Florina","Ginta Martin",3.33,538,4.00,56.00,28.00,8.00,2.00,5.00,"Foundations of Conflict and Conflict Resolution"
"Seth J.",Friese,2.33,1068,17.00,19.00,23.00,22.00,11.00,11.00,"General Chemistry I Issues in the Natural Sciences Laboratory Safety Organic Chemistry I Organic Chemistry II"
"Michael William",Camillo,3.47,253,2.00,55.00,39.00,5.00,1.00,1.00,"Producing News Packages and Documentary Shorts Television Studio Production Video Field Production"
"Steven T",Lauterburg,2.73,1043,10.00,38.00,20.00,18.00,5.00,12.00,"Advanced Data Structures and Algorithm Analysis Computer Science I Computer Science II Microcomputer Organization Programming Fundamentals Software Engineering I Software Engineering II"
Yaping,Jing,2.78,904,7.00,31.00,29.00,22.00,8.00,5.00,"Computer Networks Computer Science I Database Design and Implementation Introduction to Web Development Programming Fundamentals"
"MaryLouise M",Fineran,3.84,781,2.00,87.00,10.00,3.00,1.00,0.00,"Building Classroom Community Classroom Assesment and Intervention in Reading Collaboration and Cooperation in Early Childhood Communities Integrated Reading and Language Arts Birth-Age 4 Integrated Reading and Language Arts Grades K-3 Integrating Early Childhood Curriculum Play and Creativity in Early Childhood Education Teaching Mathematics in Early Childhood Classrooms"
"Amber L",Meyer,3.88,541,1.00,92.00,7.00,1.00,1.00,1.00,"Integrated Reading and Language Arts Birth-Age 4 Integrated Reading and Language Arts Grades K-3 Introduction to Teaching Literacy Assessment and Intervention"
"Sonja H",Kolstoe,2.26,512,9.00,10.00,28.00,39.00,10.00,7.00,"Intermediate Micro Theory Intermediate Microeconomics Principles of Environmental Economics Principles of Microeconomics"
"Konstantine A",Kyriacopoulos,3.71,719,2.00,80.00,12.00,6.00,1.00,1.00,"Building Classroom Community Clinical Practice Seminar Development, Learning and Assessment Diversity and the Community Diversity in Education Introduction to Teaching Teaching Social Studies in Early Childhood Classrooms Teaching Social Studies in Elementary Classrooms"
"Matthew Lee",Anderson,3.91,70,0.00,93.00,6.00,2.00,0.00,0.00,"Technology in Education"
"Vincent R",Genareo,3.51,692,1.00,60.00,35.00,5.00,0.00,2.00,"Building Classroom Community Development, Learning and Assessment Introduction to Teaching Learning and Assessment for Diverse Classrooms"
"David T",Johnson,3.33,803,3.00,55.00,30.00,9.00,1.00,4.00,"Composition and Research Documentary Cinema Studies Film History Introduction to Film Literature and Film Major Film Directors Studies in Film"
"Katherine M",Zlabek,3.66,70,9.00,75.00,8.00,8.00,2.00,2.00,"Creative Writing Fiction Workshop Topics in Prose"
"Laura Marie",Marinaro,3.13,1283,6.00,52.00,22.00,13.00,4.00,7.00,"First Aid and Emergency Care Foundations of Athletic Training Injury Prevention and Emergency Management Lifelong Fitness and Wellness Nutrition for the Health Sciences Nutrituion, Health and Human Performance"
"Mimi F",Dean,3.23,715,6.00,58.00,19.00,9.00,3.00,8.00,"Health Behavior Lifelong Fitness and Wellness"
"Craig A",Ramseyer,3.14,698,2.00,44.00,34.00,16.00,5.00,2.00,"Introduction to Physical Geography Issues in the Natural Sciences Topics in Geography Tropical Meteorology Weather, Hazards and Climate Change"
"Karen F.",Silverstrim,3.04,456,11.00,40.00,31.00,11.00,3.00,7.00,"World Civilizations"
Phillip,Hesser,2.95,736,4.00,34.00,39.00,16.00,3.00,6.00,"Enviromental History of Delmarva World Civilizations"
Yun,Wu,2.54,652,6.00,14.00,39.00,32.00,6.00,5.00,"Business Analytics Intermediate Business Statistics Operations Management"
"Alexander D",Halperin,2.85,1342,12.00,36.00,25.00,16.00,8.00,7.00,"Calculus I Calculus I For Biology and Medicine Calculus II Calculus III College Algebra and Trigonometry College Algebra: A Modeling Approach Introduction to Discrete Mathematics Liberal Arts Mathematics Linear Algebra Modern Statistics with Computer Analysis Special Topics in Interdisciplinary Studies"
"Stephen B.",Adams,3.02,95,7.00,20.00,57.00,16.00,2.00,0.00,"Entrepreneurship Special Topics in Management"
"Marion Judith",Billups,3.15,1165,5.00,38.00,39.00,18.00,1.00,2.00,"Advanced Professional Selling Principles of Marketing Management Professional Selling"
"Nancy B",Richerson,3.25,70,9.00,59.00,18.00,6.00,0.00,10.00,"Applied Study Class Piano I"
Yoojin,Choi,3.25,1143,3.00,43.00,41.00,12.00,2.00,2.00,"Contemporary Curriculum and Analysis of Teaching in Physical Education Development, Learning and Assessment Elementary School Physical Education Foundations of Movement Study in Physical Education Foundations of Physical Education Motor Learning Seminar in Physical Education"
"Grace A.",Clement,2.99,1114,4.00,34.00,41.00,16.00,4.00,5.00,"Animals and Ethics Ethics Independent Study Introduction to Philosophy Introduction to Symbolic Logic Law and Morality Life and Death Issues in Health Care: The Ethical Perspective Modern European Philosophy Moral Theory Philosophy and Feminism Political Philosophy Proseminar in Philosophy Seminar in Philosophy"
"Michele M","Schlehofer Copper",3.21,993,2.00,47.00,34.00,13.00,4.00,3.00,"Biological Basis of Behavior Community and Applied Social Psychology General Psychology Individual Directed Study Physiological Psychology Psychological Statistics Research Methods Selected Topics in Psychology Social Psychology"
"Jason S.",McCartney,2.74,935,7.00,24.00,36.00,26.00,7.00,4.00,"Developmental Disabilities Nature-Nurture Issues Psychology of Infancy and Childhood Selected Topics in Psychology"
"Gwen P.",Beegle,3.66,207,1.00,71.00,24.00,6.00,0.00,0.00,"Diversity and the Family Inclusive Instruction for Secondary Teachers Teaching Diverse Learners"
Dagmar,Berry,2.91,606,2.00,32.00,37.00,24.00,6.00,3.00,"Community Sociology Introduction to Sociology Medical Sociology Social Problems Studies in Sociology"
"Venessa A",Bowers,3.63,264,3.00,72.00,21.00,3.00,1.00,2.00,"Human Behavior in the Social Environment II Social Welfare History and Contemporary Issues Social Welfare Policy Practice: Analyst and Advocate Social Work Practice I Social Work with Families and Children Theoretical Analysis I: Diversity, Human Development and Inequities Across the Life Course"
"Marilyn Gail",Searcey,3.68,269,1.00,76.00,19.00,5.00,1.00,2.00,"Basic Interviewing: Skills and Techniques Field Instruction in Social Work I Field Instruction in Social Work II Social Work Practice I"
"Victoria Venable",Edwards,3.35,429,2.00,50.00,39.00,9.00,2.00,2.00,"Basic Interviewing: Skills and Techniques Introduction to the Social Work Profession Privilege and Oppression Social Work Practice II"
Vanina,"Gambini de Secondi",3.18,539,6.00,45.00,29.00,17.00,3.00,3.00,"Elementary Spanish I"
Rocio,"Rodriguez Vallejo",2.89,307,8.00,39.00,24.00,19.00,8.00,6.00,"Elementary Spanish II Intermediate Spanish"
"Robert M.",Garner,2.86,145,7.00,24.00,38.00,31.00,3.00,1.00,"Advanced Accounting I Cost Accounting I"
"Robert L.",Johnson,3.30,47,0.00,58.00,24.00,15.00,0.00,5.00,"Ceramics I Sculpture I"
"Steven L",Durow,3.07,344,6.00,51.00,22.00,10.00,5.00,9.00,"Advanced Glass Art Appreciation Design Principles Glass I Glass II"
"Eric B",Liebgold,2.82,706,2.00,29.00,35.00,25.00,7.00,3.00,"Biology of Reptiles and Amphibians Ecology Evolution Ornithology"
"Theresa Ann",Cardillino,3.11,189,4.00,41.00,40.00,9.00,4.00,5.00,"Foundations of Conflict and Conflict Resolution"
"Charlene Matthews",Creese,3.44,397,2.00,59.00,31.00,6.00,3.00,3.00,"Business and Professional Communication Fundamentals of Communication"
"Lindsay Nicole",Johnson,2.65,261,11.00,25.00,32.00,20.00,5.00,9.00,"Composition and Research"
"Miranda M",Canter,2.86,381,5.00,30.00,43.00,12.00,6.00,7.00,"Composition and Research"
"Lauren Lee","Hatch Pokhrel",2.65,382,12.00,18.00,41.00,22.00,4.00,7.00,"Composition and Research"
"John P.",Wenke,2.93,846,5.00,28.00,41.00,23.00,2.00,3.00,"American Literature I: Beginnings to 1860 American Literature II: 1860-Present American Novel I: Beginnings to 1900 American Novel II: 1900 to the Present Aspects of the Novel Colonial American Literature Individual Authors Nature in Literature Studies in English Literature The American Renaissance The Short Story"
"Charles J",Ewers,3.13,456,6.00,43.00,35.00,11.00,4.00,5.00,"Art, Nature, Culture Environmental Perspectives Introduction to Sustainablity Nature in Literature Topics in Chesapeake Bay Studies Topics in Humanities/Social Sciences"
"Donna M",Ritenour,3.26,284,2.00,41.00,47.00,11.00,1.00,2.00,"Foundations of Athletic Training Foundations of Therapeutic Exercise General Medical Conditions in Athletic Training Injury Prevention and Emergency Management Orthopedic Assessment Therapeutic Modalities"
"Claire F.",Kew,3.12,204,12.00,43.00,24.00,18.00,3.00,3.00,"Around the Francophone World in 200 Years Elementary French I Elementary French II Francophone Literature and the Question of Identity Franophone Culture and Civilization I"
"Paul Anton",Cyryca,3.06,729,4.00,43.00,33.00,13.00,6.00,5.00,"History of the United States World Civilizations"
"Zachary Michael",Townsend,3.40,1877,5.00,64.00,19.00,7.00,3.00,5.00,"Clinical Exercise Physiology First Aid and Emergency Care First Aid and Saftey Fitness Testing Injury Prevention and Emergency Management Lifelong Fitness and Wellness Strength Training Techniques and Program Design Stress Testing and Exercise Prescription"
"Deneen N",Long-White,3.75,636,1.00,78.00,19.00,3.00,0.00,1.00,"Health Literacy and Communication Internship in Public Health Measurement and Evaluation of Health Programs Planning and Assessing Health Programs Principles of Epidemiology Selected Topics in Health U.S. Health Care and Public Health Unequal Burdens in Health"
"Sarah M",Surak,3.26,785,6.00,52.00,27.00,10.00,2.00,5.00,"Democracy Environmental Policy Environmental Senior Seminar Environmental Studies: Methods and Analysis Garbage and Everyday Life Honors Interdisciplinary Introduction to Politics and Government Political Ideologies Public Administration Society and Environment Special Topics in Interdisciplinary Studies Topics in Humanities/Social Sciences"
"Christopher T",Harr,3.07,143,4.00,27.00,51.00,19.00,1.00,0.00,"Business Systems Analysis"
"Gail S.",Welsh,2.80,864,4.00,30.00,35.00,20.00,9.00,5.00,"General Physics II Introduction to Modern Physics Physical Science Physics I Physics II Semiconductor Physics"
"Lance C.",Garmon,3.40,1911,2.00,57.00,30.00,10.00,2.00,2.00,"Developmental Psychology General Psychology Honors Thesis Preparation Issues in the Social Sciences Psychology and the Law Psychology of Adolescence Psychology of Infancy and Childhood"
Ellen,Schaefer-Salins,3.66,620,2.00,72.00,24.00,2.00,0.00,2.00,"Deaf Culture and Deaf History Disabilities Studies: Culture and Practice Privilege and Oppression Social Work Practice I Social Work Practice II"
"Michele Lynn",Ennis,2.43,341,8.00,17.00,31.00,29.00,10.00,8.00,"Cost Accounting I Introduction to Managerial Accounting"
"Sue A",Cooper,2.85,903,8.00,35.00,28.00,20.00,7.00,6.00,"Accounting Information Systems Cost Accounting I Introduction to Managerial Accounting"
"David S",Smith,3.38,380,3.00,54.00,33.00,8.00,4.00,2.00,"Ceramics I Pottery"
"Mark A.",Holland,2.53,228,8.00,19.00,35.00,23.00,11.00,7.00,"Biology and Society Biology Seminar Biology: Concepts and Methods Plant Taxonomy"
"Jessica K",Clark,2.42,1443,5.00,18.00,30.00,31.00,12.00,7.00,"Advanced Special Topics in Biology Human Anatomy and Physiology II Neurobiology Vertebrate Physiology"
"Jennifer B",Cox,2.97,922,5.00,34.00,37.00,18.00,4.00,5.00,"Advanced Feature Storytelling Communication Seminar Critical Issues in New Media Fundamentals of Communication Introduction to Essential Social Issues Introduction to Journalism and Public Relations Issues in the Humanities Mass Media Management Mobile Journalism Print and Online Journalism Public Affairs Reporting Studies in Journalism/Public Relations Writing for the Professions"
Eun-Jeong,Han,3.02,765,3.00,28.00,52.00,16.00,2.00,3.00,"Business and Professional Communication Business and Professional Communications Communication Research Communication Seminar Intercultural Communication Introduction to Human Communication Studies Nonverbal Communication"
"Aaron W",Gurlly,3.51,499,2.00,69.00,20.00,6.00,2.00,4.00,"Advanced Television Studio Production Beginning Audio Production Communication Seminar Directing for the Camera Documentary Production Introduction to Mass Media Video Field Production"
"Bryan K.",Horikami,3.20,164,2.00,41.00,43.00,14.00,0.00,3.00,"Communication Research Communication Seminar Communication, Gender and Culture Intercultural Communication"
Giulia,Franchi,2.68,836,5.00,32.00,29.00,18.00,9.00,10.00,"Computer Science I Intermediate Special Topics in Physics Microcomputer Organization Robotics Special Topics"
"Jordan C",Suber,3.84,509,2.00,87.00,9.00,3.00,1.00,1.00,Yoga
"Katina B",Kearney-Edwards,3.85,158,0.00,89.00,9.00,2.00,0.00,1.00,"Collaboration and Cooperation in Early Childhood Communities Integrated Reading and Language Arts Birth-Age 4 Play and Creativity in Early Childhood Education Teaching Mathematics in Early Childhood Classrooms"
"Mary Cathrene",Connery,3.83,664,2.00,86.00,11.00,2.00,1.00,1.00,"Creative Arts Instruction Diversity and the Community Integrated Reading and Language Arts Grades 3-6 Integrated Reading and Language Arts Grades K-3 Literature for Children"
"Erin B",Stutelberg,3.81,227,1.00,85.00,15.00,1.00,0.00,1.00,"Diversity and the Self Reflection and Inquiry in Teaching Practice School in a Diverse Society Teaching English in Grades 7-12, Part I Teaching English in Grades 7-12, Part II Teaching Language in Middle and High School English Classrooms Teaching Literacy in the Content Areas I Teaching Reading in the Content Areas: Part II"
"Jeni R",Davis,3.84,543,3.00,87.00,9.00,2.00,1.00,1.00,"Teaching Science in Early Childhood Classrooms Teaching Science in Elementary Classrooms"
"William Charles",Tignor,3.94,115,0.00,94.00,7.00,0.00,0.00,0.00,"Literacy Assessment and Intervention"
"Lisa M",Kilian,2.96,131,6.00,33.00,42.00,10.00,4.00,7.00,"Composition and Research"
"Christine A",Spillson,3.33,601,6.00,52.00,30.00,10.00,2.00,3.00,"Aspects of the Novel Composition and Research Creative Writing Non-Fiction Workshop Poetry Workshop Studies in English Literature Topics in Prose Understanding Poetry Writer's Craft"
"Evgeniya Y",Monico,2.78,79,9.00,25.00,33.00,27.00,6.00,3.00,"Composition and Research"
"Stephanie R",Bernhard,3.15,571,6.00,35.00,45.00,12.00,2.00,3.00,"Aspects of the Novel British Literature II: 1660-Present Introduction to Sustainablity Nature in Literature Studies in English Literature"
"Ryan M",Habermeyer,3.53,418,3.00,70.00,20.00,4.00,2.00,4.00,"Composition and Research Creative Writing Fiction Workshop Studies in English Literature The Short Story Topics in Prose Writer's Craft"
"Shane D",Hall,2.92,660,9.00,33.00,34.00,18.00,4.00,6.00,"Art, Nature, Culture Environmental Justice Environmental Senior Seminar Environmental Studies: Methods and Analysis Race, Place and Nature Topics in Humanities/Social Sciences"
"Michael L.",Lewis,2.98,838,8.00,35.00,34.00,18.00,4.00,4.00,"Changing Climate/Changing World Topics Environmental Justice Environmental Perspectives Environmental Senior Seminar Environmental Studies: Methods and Analysis Introduction to Sustainablity Society and Environment Topics in Humanities/Social Sciences Topics in the Natural Sciences Wilderness and Environmentalism"
"Laura Elizabeth",Hartman,3.32,144,1.00,48.00,41.00,9.00,2.00,2.00,"Fitness Testing"
"Austin Tyler",Ortlip,3.54,72,0.00,62.00,35.00,3.00,0.00,2.00,"Fitness Testing"
"Seth M",Furman,3.47,986,1.00,59.00,31.00,8.00,1.00,2.00,"Fitness Testing Strength Training Techniques and Program Design"
"Michael B",McCarty,2.81,955,5.00,23.00,44.00,23.00,3.00,4.00,"Chinese Civilization First-Year Seminar in World History History of China Since 1800 Japanese Civilization Modern Japan Topics in History World Civilizations"
"Harrison William",Schaire,3.43,70,3.00,58.00,29.00,9.00,2.00,2.00,"World Civilizations"
Emin,Lelic',2.80,987,8.00,31.00,32.00,18.00,8.00,7.00,"Research Seminar Capstone The Middle East Since 1800 The Middle East to 1800 Topics in History World Civilizations"
"Stacia L",Kock,3.57,236,3.00,65.00,28.00,4.00,0.00,2.00,"Critical Thinking and Writing Honors Thesis Consultation Issues in the Social Sciences"
Minseok,Park,2.67,769,5.00,19.00,38.00,31.00,6.00,3.00,"Business Systems Analysis Data Mining for Business Intelligence Intermediate Business Statistics Operations Management"
Erika,Betterton,2.20,951,13.00,20.00,22.00,21.00,10.00,17.00,"Calculus I College Algebra and Trigonometry Introduction to Applied Calculus Modern Statistics with Computer Analysis Programming Fundamentals"
Robert,Kantzes,2.35,1375,7.00,18.00,27.00,28.00,13.00,9.00,"Introduction to Computer Systems Modern Statistics with Computer Analysis"
Veera,Holdai,2.46,1128,9.00,22.00,28.00,24.00,10.00,10.00,"Actuarial and Financial Methods Advanced Topics in Statistics Calculus I Introduction to Financial Mathematics Liberal Arts Mathematics Mathematical Statistics I Mathematical Statistics II Modern Statistics with Computer Analysis Statistical Thinking Statistics Laboratory"
"Sarah C",Wesolowski,2.00,713,20.00,13.00,18.00,24.00,11.00,16.00,"Calculus I Calculus II Calculus III Introduction to Applied Calculus Mathematical Models and Applications Modern Statistics with Computer Analysis Statistical Thinking"
"Ryan Michael",Shifler,2.14,776,14.00,19.00,20.00,21.00,12.00,17.00,"Abstract Algebra I Abstract Algebra II Analysis I Analysis II Calculus I Calculus II Calculus III College Algebra and Trigonometry Introduction to Discrete Mathematics Linear Algebra"
"Kayla B",Follmer,3.10,232,7.00,33.00,41.00,20.00,2.00,1.00,"Applied Organizational Science Management and Organizational Behavior Personal and Professional Development for Business Staffing Organizations"
KwangWook,Gang,3.05,562,1.00,30.00,50.00,18.00,2.00,2.00,"Management of the Multinational Business Small Business Consulting Special Topics in Management"
"Aaron C",Johnson,3.05,625,2.00,27.00,52.00,19.00,1.00,1.00,"Principles of Marketing Management Professional Selling"
"Patrick B",Fennell,3.21,1017,1.00,40.00,45.00,14.00,1.00,2.00,"Consumer Behavior Marketing Research Principles of Retailing Special Topics in Marketing"
"Daniel Joseph",Hines,3.91,161,4.00,89.00,8.00,1.00,0.00,0.00,"Wilderness Emergency Care Wilderness First Aid"
Yujia,Song,2.75,667,5.00,29.00,39.00,16.00,4.00,11.00,"Ethics Introduction to Philosophy Law and Morality Life and Death Issues in Health Care: The Ethical Perspective Modern European Philosophy Philosophical Topics Philosophy and Culture Philosophy of the Body Proseminar in Philosophy Theory of Knowledge"
"Rachel R",Steele,3.27,918,2.00,46.00,38.00,12.00,2.00,2.00,"Honors Interdisciplinary Seminar Political Psychology Psychology of Attitudes and Attitude Change Psychology of Personality Research Methods Selected Topics in Psychology Social Psychology"
"Marc Richard",Garlock,3.38,108,7.00,51.00,32.00,9.00,1.00,2.00,"Development, Learning and Assessment"
"Marvin G.",Tossey,3.34,192,4.00,56.00,25.00,15.00,2.00,2.00,"Foundations of Research-Based Social Work Practice Social Welfare History and Contemporary Issues Social Work Research II"
"James A.",Forte,3.44,359,4.00,61.00,27.00,7.00,1.00,4.00,"Foundations of Research-Based Social Work Practice Human Behavior in the Social Environment II Social Work Research II"
"Debra Ann",Dotson,3.76,132,2.00,81.00,15.00,4.00,0.00,1.00,"Field Instruction in Social Work I Field Instruction in Social Work II Social Work Practice in Rural Environments"
"Michael J",Wessel,3.53,120,10.00,63.00,20.00,5.00,4.00,1.00,"Foundations of Conflict and Conflict Resolution"
"Vitus A.",Ozoke,3.09,630,4.00,39.00,37.00,13.00,7.00,2.00,"Cross-Cultural Conflict Analysis and Intervention Foundations of Conflict and Conflict Resolution Negotiation and Conflict Management in Business"
"Brian D.",Polkinghorn,3.64,418,1.00,76.00,15.00,7.00,1.00,2.00,"Individual Directed Study International Conflict and Conflict Resolution Special Topics Studies in Conflict Analysis and Dispute Resolution"
